id,tipo_vivienda,calle,zona,ciudad,precio,num_habitaciones,superficie_m2,garaje,descripcion,url
108535176,Piso,Calle de Castelló,Recoletos,Madrid,3.480.000€,3,228,True,"DIZA Consultores Inmobiliarios les presenta este exclusivo proyecto llave en mano, situado en una de las calles más representativas del barrio de Salamanca, junto a Ortega y Gasset y la plaza del Marqués de Salamanca. La vivienda, ubicada en una quinta planta exterior de una finca moderna de 2003, destaca por su reforma integral de alta gama, con mobiliario e interiorismo incluidos, lista para entrar a vivir. El edificio cuenta con conserje, dos ascensores, trastero y plaza de garaje con acceso directo en la misma finca. Distribuida en 228 m²",https://www.idealista.com/inmueble/108535176/
108699960,Piso,Calle de las Mártires Concepcionistas,Goya,Madrid,2.450.000€,4,181,False,"En una de las calles más exclusivas de Goya, presentamos esta magnífica vivienda de 181 m² situada en un elegante edificio señorial con servicio de portería. La propiedad destaca por su excelente distribución, su luz natural y una reforma de alta calidad pensada para el confort de una familia exigente. Al entrar, un espacioso hall recibe con luz natural gracias a dos amplias aperturas que conectan con un luminoso salón-comedor orientado al este y con salida directa a un balcón. La cocina, independiente y separada mediante una elegante puerta c",https://www.idealista.com/inmueble/108699960/
102711209,Piso,Carrera de San Jerónimo,Sol,Madrid,2.350.000€,4,218,False,"Propiedades con terraza en zona prime de Centro Engel & Völkers presenta estas magníficas propiedades en zona prime de Centro. Se encuentran en un edificio clásico de 1920 rehabilitado íntegramente en el año 2003, para actualizarlo dotándolo de todo tipo de comodidades. Las propiedades han sido completamente reformadas con calidades de lujo, cuidando los más mínimos detalles en sus acabados y diseño y aprovechando al máximo su espacio. Cada una de las dos unidades que la forman cuenta con amplio salón comedor y cocina abierta, dos dormitorios",https://www.idealista.com/inmueble/102711209/
108122019,Piso,Calle de Jorge Manrique,El Viso,Madrid,2.150.000€,1,176,False,"AMBASSADOR ofrece este fantástico bajo con jardín orientado al sur. Situado en la calle Jorge Manrique, una de las mejores zonas de Madrid. Son dos vecinos por planta; total, diez. El edificio cuenta con una pequeña piscina, gimnasio y sala de pimpón. Apartamento de un dormitorio de 150m2 construidos, en los que se incluye el coqueto y cuidado jardín privado. Es de diseño de un exquisito gusto y de inmejorables calidades. (se alquila con muebles en 5.800EUR y sin muebles, 5.000EUR). Distribución: Gran salón comedor con acceso al jardín",https://www.idealista.com/inmueble/108122019/
,,,,,,,,False,,
107556123,Piso,Calle de Raimundo Fernández Villaverde,Nuevos Ministerios-Ríos Rosas,Madrid,1.315.000€,3,161,True,"Bonita propiedad en urbanización Géminis con garaje y trastero Engel & Völkers se complace en presentar este lindo apartamento ubicado en el corazón de Ríos Rosas, en Chamberí. Situado en la reconocida urbanización Géminis, se encuentra cerca de Raimundo Fernández Villaverde y cerca del Paseo de Castellana. Al ingresar, se accede directamente a un salón-comedor orientado al sur, lo que permite la entrada de luz natural durante todo el día. Este inmueble se encuentra en un tercer piso, ofreciendo vistas a una calle tranquila y poco ruidosa. Disp",https://www.idealista.com/inmueble/107556123/
108627716,Piso,Calle de Juan Ramón Jiménez,Nueva España,Madrid,1.650.000€,4,196,False,"PISO EXTERIOR CON TERRAZA A REFORMAR EN NUEVA ESPAÑA Fantástico piso para reformar totalmente exterior con terraza orientación sur. Se trata de 196 m2 con comunes de los que 169 m2 son de vivienda según catastro, situados en una 7ª planta totalmente exterior en chaflan. Actualmente, se accede por un hall distribuidor que separa por un lado la zona de día compuesta por sala de estar, comedor y salón con salida a la terraza con orientación sur y este con vistas despejadas buenísimas. Por otro lado, encontramos la zona de noche distribuida en",https://www.idealista.com/inmueble/108627716/
106011664,Piso,Calle de Joaquín María López,Gaztambide,Madrid,1.275.000€,4,157,False,"Elegante y luminoso piso en Gaztambide Engel & Völkers tiene el placer de presentarles una elegante y luminosa propiedad en una de las calles más conocidas del barrio de Gaztambide, en el emblemático distrito de Chamberí. Está ubicada en un edificio del reconocido arquitecto Gutierrez Soto. Desde la puerta principal se accede a un recibidor que lleva a la zona social, un gran salón con dos ambientes y grandes ventanales. Frente al salón, la cocina, independiente, totalmente renovada y equipada con electrodomésticos de alta gama Bosch. Al fon",https://www.idealista.com/inmueble/106011664/
106549678,Piso,Calle del Monte Esquinza,Almagro,Madrid,899.000€,2,75,False,"Apartamento reformado en Monte Esquinza Este elegante apartamento de 75 metros cuadrados se encuentra en la cuarta planta de un edificio clásico en una de las calles más prestigiosas de Almagro. Es interior, brindando un ambiente tranquilo, ideal para quienes buscan privacidad y silencio. El edificio cuenta con ascensor y servicio de portería, lo que aporta comodidad y seguridad adicional. La propiedad ha sido recientemente reformada y está lista para estrenar, con una distribución moderna y funcional que optimiza cada metro cuadrado. Dispone",https://www.idealista.com/inmueble/106549678/
106202655,Dúplex,Calle de Rufino Blanco,Fuente del Berro,Madrid,1.200.000€,3,181,False,"Barrio de Salamanca, zona Fuente del Berro, máxima tranquilidad, precioso ático de 111 metros más 70 metros de exclusiva terraza con muy buenas vistas 270º, muy buen estado de conservación, distribuido en salón-comedor independiente de 25 metros, 3 dormitorios, 1 baño y cocina independiente de 12 metros, mucha luz natural en todos sus ambientes al ser prácticamente todo exterior. Servicio individual de calefacción, aire acondicionado frio y calor. Finca moderna con portal representativo y pocos vecinos, lo que hace muy asequibles sus gastos. Mu",https://www.idealista.com/inmueble/106202655/
108831018,Piso,Calle de Ayala,Goya,Madrid,750.000€,2,68,False,"Este excepcional piso reformado en el prestigioso barrio de Goya ofrece 68 metros cuadrados de diseño inteligente y funcionalidad. Cada rincón ha sido cuidadosamente optimizado para maximizar el espacio, creando un ambiente fluido y acogedor. La zona social abierta es el corazón de la vivienda, conectando armoniosamente el luminoso salón-comedor con una cocina de vanguardia. El diseño interior destaca por su atención al detalle y la elección de acabados de primera calidad. La cocina, completamente equipada con electrodomésticos de alta gama, e",https://www.idealista.com/inmueble/108831018/
107441428,Piso,Calle de Santa Engracia,Trafalgar,Madrid,790.000€,2,73,False,"Exclusivo piso de diseño y balcones en Santa Engracia Engel & Völkers les presenta este espectacular piso de 73 metros cuadrados ubicado en Trafalgar, Chamberí. Con un diseño moderno y sofisticado, la vivienda cuenta con dos dormitorios dobles, uno de ellos con baño en suite, ofreciendo comodidad y privacidad. Además, la propiedad destaca por su gran luminosidad gracias a sus balcones que dan a la calle, lo que aporta aire fresco y una vista agradable a cada estancia. El salón-comedor es un espacio acogedor y luminoso, decorado con un estilo c",https://www.idealista.com/inmueble/107441428/
103632538,Piso,Calle de Santa Engracia,Trafalgar,Madrid,1.350.000€,2,138,False,"Oportunidad para invertir en Trafalgar! Engel & Völkers ofrece una oportunidad única para inversores, en la mejor zona de Chamberí, en la Plaza de Iglesia. Propiedad dividida en dos apartamentos, ya alquilados, con una rentabilidad muy superior al 3%, con reforma a estrenar. La vivienda, de casi 140 metros cuadrados, está ubicada en la séptima planta de una finca de esquina, con vistas despejadas e inmejorables, dividida en dos estupendos apartamentos, reformados pensando en cada detalle para tener completa autonomía: cocina absolutamente equi",https://www.idealista.com/inmueble/103632538/
108282763,Piso,San Pascual,San Pascual,Madrid,540.000€,1,78,True,"Moderno piso con piscina en Arturo Soria Descubre esta exclusiva vivienda de un dormitorio ubicada en una finca moderna, en pleno corazón del Barrio de la Concepción, junto a Arturo Soria. Ideal tanto para parejas, profesionales o como inversión con alta rentabilidad. Características principales: Un dormitorio amplio con armario empotrado, un baño completo moderno, cocina abierta integrada al salón-comedor, en un espacio diáfano y funcional, garaje y trastero incluidos en el precio, calefacción individual y aire acondicionado y excelente orient",https://www.idealista.com/inmueble/108282763/
108442541,Piso,Bernabéu-Hispanoamérica,Bernabéu-Hispanoamérica,Madrid,995.000€,3,170,True,"Descubre esta excepcional vivienda ubicada en pleno corazón de Hispanoamérica, uno de los barrios más exclusivos de Madrid dentro del distrito de Chamartín. Con 170 m² construidos, la propiedad destaca por su diseño funcional, gran amplitud y una iluminación natural fantástica gracias a su orientación. Cuenta con tres dormitorios amplios, tres baños completos, cocina independiente con terraza/lavadero y un gran salón comedor con terraza exterior ideal para reuniones o el día a día. Además, incluye dos plazas de garaje, una ventaja imprescindib",https://www.idealista.com/inmueble/108442541/
106167991,Piso,Recoletos,Recoletos,Madrid,3.150.000€,4,244,False,"ÚNICA Inmobiliaria les presenta una magnifica vivienda señorial situada en emblemática calle de Recoletos. El inmueble está situado en una 3ª planta exterior y cuenta con 244 m² de superficie. Desde el amplio hall se accede a la zona social, espacio con dos grandes ventanales y vistas despejadas. Destacamos los altos techos con preciosas molduras en las principales estancias. Frente al salón se encuentra la zona de comedor y una habitación contigua que le da mayor amplitud. El área de descanso cuenta con tres amplios dormitorios dobles en s",https://www.idealista.com/inmueble/106167991/
108765527,Ático,Calle de Manuel Silvela,Trafalgar,Madrid,750.000€,1,68,False,"Ático con encanto y vistas despejadas junto a la Plaza de Olavide Engel & Völkers presenta este exclusivo ático de aproximadamente 75 metros cuadrados junto a la popular Plaza de Olavide, en el corazón de Chamberí. Este elegante espacio de 60 metros cuadrados y con una terraza de 12 metros, ha sido meticulosamente restaurado hace unos años, conservando su encanto original de 1945. Con un diseño muy funcional, actualmente dispone de un dormitorio y un baño, cocina independiente y bonito salón con área de trabajo y acceso a la espectacular ter",https://www.idealista.com/inmueble/108765527/
108765527,Ático,Calle de Manuel Silvela,Trafalgar,Madrid,750.000€,1,68,False,"Ático con encanto y vistas despejadas junto a la Plaza de Olavide Engel & Völkers presenta este exclusivo ático de aproximadamente 75 metros cuadrados junto a la popular Plaza de Olavide, en el corazón de Chamberí. Este elegante espacio de 60 metros cuadrados y con una terraza de 12 metros, ha sido meticulosamente restaurado hace unos años, conservando su encanto original de 1945. Con un diseño muy funcional, actualmente dispone de un dormitorio y un baño, cocina independiente y bonito salón con área de trabajo y acceso a la espectacular ter",https://www.idealista.com/inmueble/108765527/
108617475,Piso,Malasaña-Universidad,Malasaña-Universidad,Madrid,1.500.000€,4,211,False,"Vivienda de 4 habitaciones para reformar a un paso de la Grán Vía Engel&Völkers tiene el placer de presentar esta propiedad única, ubicada en un edificio señorial y clásico típicamente madrileño, en la que destacan sus 3 balcones de hierro forjado además de un grán mirador desde los que se puede observar la Gran Vía madrileña. Cabe destacar la abundante luz que inunda todos sus rincones, gracias a la amplitud de los huecos exteriores. Lo que unido a sus techos de 3 metros de altura convierten esta propiedad en una oportunidad única para llevar",https://www.idealista.com/inmueble/108617475/
107306908,Chalet adosado,Peñagrande,Peñagrande,Madrid,1.599.000€,7,543,False,"Te presentamos este impresionante chalet adosado de 7 dormitorios y 6 baños, con amplios y luminosos espacios que ofrecen una comodidad inigualable. Ubicado en una de las mejores zonas de Peñagrande, esta propiedad destaca por su gran jardín privado con piscina y zona de barbacoa, ideal para disfrutar de momentos al aire libre. La casa cuenta con una parcela exclusiva y muy amplia, con una excelente orientación que garantiza una gran luminosidad en todas sus estancias. Además, dispone de un ascensor que conecta todas las plantas, brindando un a",https://www.idealista.com/inmueble/107306908/
,,,,,,,,False,,
108745675,Casa o chalet independiente,Bernabéu-Hispanoamérica,Bernabéu-Hispanoamérica,Madrid,2.500.000€,8,556,True,"Amplio chalet de 4 plantas en Hispanoamérica. Se vende magnífico chalet para reforma con unas dimensiones únicas, 556 metros cuadrados, El chalet se divide en 4 plantas dentro de una parcela de 286 m2 y fue construido en el año 1980. Actualmente cuenta con 8 habitaciones y 6 baños, jardín, trastero y garaje. En la planta baja dispone de una gran zona diáfana en bruto utilizada como almacén-garaje. La planta 0 actuaba como una vivienda familiar completa, cuenta con 3 habitaciones, 2 baños completos, un amplio salón-comedor y una cocina con ampl",https://www.idealista.com/inmueble/108745675/
108401741,Piso,Paseo de Eduardo Dato,Almagro,Madrid,7.250.000€,5,485,True,"Almagro - Chamberí: Con gran TERRAZA con VISTAS. 485m2 en un edificio representativo de la zona. Altura de techos en el salón de 2,97metros. Tiene 2 plazas de garaje, cuarto comunitario para conductores y aseo, portero físico. La actual distribución es la siguiente: Buena zona de recibo Despacho ó librería Gran Salón con acceso a una buena terraza con vistas Amplio comedor Aseo de cortesía Cocina con office, comedor de diario y sala de estar ó ""playing room"" para los más pequeños Dormitorio de servicio con baño. Amplio dormitorio principal co",https://www.idealista.com/inmueble/108401741/
103478338,Casa o chalet independiente,Calle Peguerinos,Ciudad Universitaria,Madrid,4.500.000€,5,730,False,"Colonia de Puerta de Hierro, chalet independiente, salón con techos de doble altura, grandes ventanales con gran entrada de luz distribuida de la siguiente manera: Planta de acceso: Salón comedor con techos altos, despacho junto a la entrada, sala multiusos (Playing Room), Cocina con office y electrodomésticos Miele y Siemens. 1º Planta: Suite principal con 2 baños, 2 vestidores y terraza. 3 dormitorios con sus 3 baños y terrazas. 2º Planta: 2 salas multiusos. Sótano: 2 dormitorios de servicio, cuarto de plancha, despensa, 1 baño completo,",https://www.idealista.com/inmueble/103478338/
108752576,Piso,Calle de Diego de León,Lista,Madrid,850.000€,2,83,False,"Luminosa vivienda exterior con orientación sur, situada en la calle Diego de León Engel & Völkers presenta esta luminosa vivienda exterior con orientación sur, situada en la calle Diego de León, en pleno Barrio de Salamanca. Con 85 m² construidos, este piso ofrece una distribución cómoda y funcional, destacando su salón-comedor exterior, dos dormitorios y un diseño cuidado en cada detalle. El dormitorio principal cuenta con un amplio armario empotrado con altillo y baño en suite con bañera, aportando privacidad y confort. Además, la vivienda d",https://www.idealista.com/inmueble/108752576/
98352607,Chalet pareado,Peñagrande,Peñagrande,Madrid,1.435.000€,6,388,False,"GILMAR MIRASIERRA & PUERTA DE HIERRO presenta en exclusiva chalet de Obra Nueva de 388,40 m² con tecnología puntera y sostenible. Equipada con aerotermia, suelo radiante y refrescante, placas fotovoltaicas y domótica. Dispone de ascensor, cocina de SANTOS y electrodomésticos de alta gama NEFF. La parcela de 253 m² está ajardinada y cuenta con piscina. Distribuida en 4 plantas, cada una con 107 m². Consta de 6 dormitorios, 5 baños y aseo de cortesía. Amplio salón con ventanales amplios. En la planta principal se encuentra el hall de entrada, s",https://www.idealista.com/inmueble/98352607/
106483093,Piso,Recoletos,Recoletos,Madrid,3.150.000€,4,244,False,"Piso Luminoso en Recoletos a dos pasos de El Retiro Engel&Völkers les presenta este piso en pleno Recoletos a dos pasos del Retiro. El piso consta de un gran recibidor que nos lleva a la izquierda a un amplio salón comedor con dos ventanales dobles a la calle y con vistas despejadas a preciosos edificios. El piso consta de cuatro domitorios y cuatro cuartos de baño, tres de ellos en suite. Uno de los dormitorios en estos momentos hace vez de comedor y zona de televisión; la cocina se encuentra al lado lo que es muy práctico. Los tres dormitori",https://www.idealista.com/inmueble/106483093/
108611951,Piso,Nuevos Ministerios-Ríos Rosas,Nuevos Ministerios-Ríos Rosas,Madrid,2.050.000€,5,249,False,"Excelente propiedad en un entorno único en calle de Fernández de la Hoz Engel & Völkers presenta excelente oportunidad de adquirir una propiedad en un entorno incomparable. En una urbanización emblemática, conocida por sus grandes espacios ajardinados y deportivos, de uso exclusivo de los vecinos del inmueble, y una ubicación privilegiada, los residentes disfrutan de la vida con estilo y comodidad. La vivienda, exterior, se ubica en la primera planta, con altura de segunda, de esta magnífica finca de finales de los años 70. Cuenta con una supe",https://www.idealista.com/inmueble/108611951/
97995920,Piso,El Viso,El Viso,Madrid,1.950.000€,5,390,False,"Exclusivo y espacioso piso en El Viso Engel & Völkers presenta este fantástico piso de 390 m2 construidos y 314 m2 útiles de vivienda, todo exterior, en perfecto estado de conservación y en una de las calles más prestigiosas del Viso. Entramos a la vivienda a través de un magnífico hall que da acceso a la zona de día, compuesta por cuarto de estar, salón principal y gran comedor, conectados entre sí por puertas correderas. La zona de noche está compuesta por cinco dormitorios y cinco baños, dos de ellos en suite. La zona de servicio consta de u",https://www.idealista.com/inmueble/97995920/
108574393,Piso,Malasaña-Universidad,Malasaña-Universidad,Madrid,1.650.000€,3,210,False,"Ideal para transformar en lujo sofisticado en la calle Fuencarral Engel & Völkers le da la bienvenida a un exclusivo piso de 210 metros cuadrados situado en el corazón de Madrid, en el área peatonal de la emblemática calle Fuencarral, a dos pasos de Gran Vía. Este magnífico inmueble, construido en 1880, ofrece un espacio habitable de 190 metros cuadrados, distribuidos en tres amplias habitaciones y dos elegantes baños, uno de ellos en suite. Aunque requiere rehabilitación, su potencial para convertirse en una joya de lujo es innegable. Al ser",https://www.idealista.com/inmueble/108574393/
108517112,Piso,Calle de Hilarión Eslava,Gaztambide,Madrid,1.300.000€,3,143,False,"Ubicado en una finca emblemática del prestigioso barrio de Gaztambide, este magnífico piso a estrenar ofrece una experiencia residencial única. Con una superficie optimizada para la comodidad y el diseño, la vivienda destaca por su terraza de 14 m², que proporciona un espacio perfecto para disfrutar del aire libre. La finca cuenta con portero físico, y tres ascensores. El interior se distribuye de manera funcional y elegante. Desde el hall principal, encontramos tres habitaciones con baño en suite, la principal con vestidor y espejos con conex",https://www.idealista.com/inmueble/108517112/
107983438,Piso,Paseo de Eduardo Dato,Almagro,Madrid,7.250.000€,7,485,False,"DIZA Consultores les presenta señorial piso haciendo esquina con once ventanales al exterior, terraza grande y vistas espectaculares, en edificio representativo de Gutiérrez Soto, en la mejor zona de Almagro. En la octava planta de un edificio construido a mediados del siglo XX, encontramos este piso de techos altos con 485 metros cuadrados, siete dormitorios, cinco baños y aseo para reformar. Actualmente el salón se divide en tres estancias, zona de biblioteca, zona de estar y comedor grande, para más de doce personas. Todas las estancias go",https://www.idealista.com/inmueble/107983438/
108134168,Ático,Paseo de Eduardo Dato,Almagro,Madrid,7.250.000€,5,485,False,"Ubicada en la octava planta de un edificio representativo, en la mejor zona del distinguido barrio de Almagro, esta imponente vivienda en esquina es una oportunidad única para instalar su hogar en el corazón de Madrid. Con 485 m² construidos, techos altos y once ventanales al exterior, esta propiedad destaca por su luz natural, amplitud y una espectacular terraza de 25 m² con vistas despejadas sobre la ciudad. La zona social, concebida para el disfrute y el arte de recibir, se articula en torno a tres estancias diferenciadas: biblioteca, sal",https://www.idealista.com/inmueble/108134168/
103839118,Piso,Calle de Alberto Bosch,Jerónimos,Madrid,2.500.000€,3,227,False,"DIZA Consultores les presenta excepcional piso de lujo, en exclusiva para sus clientes en edificio representativo en Jerónimos. En la primera planta de un edificio construido a principios del siglo XX, encontramos este magnífico piso de techos altos de 227 metros cuadrados. El acceso a la vivienda da a un amplio hall que la distribuye. Desde éste, se puede acceder a la amplia zona de recibo con un luminoso salón con amplios ventanales con orientación sur. La zona de descanso se compone de tres dormitorios dobles, todos en suite, el principal",https://www.idealista.com/inmueble/103839118/
107655123,Piso,Concepción,Concepción,Madrid,940.000€,4,234,True,"Luminoso piso en Arturo Soria Engel & Völkers presenta este espectacular piso exterior en exclusiva zona residencial SIN COMISIÓN AL COMPRADOR. Con doscientos treinta y cuatro metros cuadrados construidos y una excelente triple orientación (norte, este y oeste), donde puedes disfrutar de luz natural durante todo el día; este amplio y luminoso hogar ofrece: cuatro habitaciones espaciosas, dos baños completos, salón-comedor amplio con vistas despejada, cocina independiente totalmente equipada, dos plazas de garaje incluidas, zonas comunes con pis",https://www.idealista.com/inmueble/107655123/
106666173,Chalet adosado,Calle de Estanislao Gómez,Palomas,Madrid,1.250.000€,6,353,True,"Esta sofisticada propiedad se extiende sobre 353 m² construidos, distribuidos en cuatro niveles diseñados para maximizar el confort y la funcionalidad. Su arquitectura moderna y acabados de alta calidad la convierten en una opción ideal para quienes buscan un hogar que combine elegancia y comodidad en cada detalle. En el semi-sótano encontrará dos acogedores dormitorios, un baño completo y un garaje con capacidad para dos vehículos. La planta principal ofrece un amplio hall de entrada, una cocina totalmente equipada y un espacioso salón-comedo",https://www.idealista.com/inmueble/106666173/
,,,,,,,,False,,
108710590,Piso,Calle de Arturo Soria,Costillares,Madrid,1.640.000€,4,275,False,"ÚNICA Inmobiliaria les ofrece en exclusiva esta vivienda totalmente reformada hace 2 años con excepcionales calidades y un gusto exquisito. Cuenta con un gran salón comedor en varios ambientes (uno de ellos de origen fue un dormitorio en suite también) con salida a una agradable terraza con vistas despejadas; amplia cocina independiente y la zona de descanso compuesta de 3 dormitorios dobles (principal en suite), otro baño completo más y un aseo de cortesía. También dispone de una buhardilla totalmente reformada. Todo el piso goza de una lum",https://www.idealista.com/inmueble/108710590/
106955866,Piso,Calle de la Fuente del Berro,Goya,Madrid,1.300.000€,3,170,False,"Elegante vivienda reformada en Goya Engel & Völkers presenta esta elegante y cómoda vivienda de tres dormitorios y dos baños, el principal en suite y con vestidor, en uno de los barrios más céntricos y comerciales de la capital, a pocos metros del Corte Inglés de Goya y el parque del Retiro, muy bien comunicada por transporte público y accesos a la capital. La vivienda, ubicada en una primera planta exterior, cuenta con techos de 3m. de altura y se compone, además, de un amplio salón-comedor con cocina integrada equipada con los más modernos e",https://www.idealista.com/inmueble/106955866/
107762795,Ático,Calle de Celeste,Colina,Madrid,2.227.000€,4,493,False,"Ático Dúplex de Lujo en Arturo Soria: Elegancia y Confort, Pura Exclusividad Engel&Völkers pone a su disposición sin honorarios al comprador este exclusivo ático dúplex en el corazón de Arturo Soria, una joya de cuatrocientos noventa y tres metros cuadrados distribuidos en dos plantas, que redefine el lujo urbano. Este elegante hogar, parcialmente rehabilitado en su planta principal, ofrece cuatro amplios dormitorios y tres baños, combinando a la perfección el confort y la sofisticación en cada rincón. Construido en 1981, este espacio ha sido c",https://www.idealista.com/inmueble/107762795/
108118559,Piso,Avenida de América,Guindalera,Madrid,1.180.000€,5,220,False,"Luminoso y amplio piso en esquina en Guindalera Engel & Völkers tiene el placer de presentar este gran y acogedor piso en la zona de Guindalera, en el exclusivo Barrio de Salamanca. Se trata de una séptima planta, totalmente exterior con vistas panorámicas y despejadas a la ciudad. Reformada integralmente en el año 2021 y posibilidad de segregación, ya autorizada. El inmueble se distribuye en cinco habitaciones, de los cuales cuatro son dormitorios actualmente. El principal con baño en suite. El segundo baño es completo y el tercero (también co",https://www.idealista.com/inmueble/108118559/
108357057,Piso,Calle Alcalá,Goya,Madrid,2.950.000€,4,320,False,"Impresionante vivienda de lujo con vistas espectaculares Descubra una propiedad única en el corazón de Madrid. Esta imponente vivienda de 321 m² situada en una sexta planta exterior le ofrece una experiencia de lujo, confort y amplitud difícil de encontrar en la ciudad. Al ingresar, encontrará un luminoso recibidor, con aseo de cortesía, que da acceso a un dormitorio con baño en suite para invitados o servicio. Nos adentramos hacia a un espectacular salón-comedor de tres ambientes, diseñado para ofrecer diferentes zonas de estar y entretenimi",https://www.idealista.com/inmueble/108357057/
98249348,Piso,Trafalgar,Trafalgar,Madrid,2.415.000€,3,227,False,"Piso en edificio rehabilitado de lujo DIZA Consultores les presenta formidable vivienda de obra nueva a estrenar, ubicada en la mejor zona de Chamberí, a dos minutos caminando de Alonso Martínez. En la tercera planta de un edificio representativo con techos muy altos, encontramos este luminoso piso de 227 metros cuadrados con cuatro balcones. Se trata de un edificio de reciente construcción a estrenar con unas calidades excepcionales. El salón-comedor es amplio y muy luminoso gracias a los tres balcones de suelo a techo. Toda la vivienda po",https://www.idealista.com/inmueble/98249348/
108788502,Piso,Malasaña-Universidad,Malasaña-Universidad,Madrid,1.290.000€,2,128,False,"Piso Reformado con dos Balcones en San Bernardo Engel & Völkers presenta: Diseño, Historia y Exclusividad. Te invitamos a descubrir una joya arquitectónica en uno de los barrios más vibrantes y cotizados de Madrid. Este espectacular piso de diseño, completamente renovado a estrenar, se encuentra en un edificio histórico rehabilitado, fusionando el encanto de la arquitectura clásica con el confort contemporáneo. Ubicado en una de las calles más amplias y arboladas de Universidad, epicentro del arte, la cultura y el ocio madrileño, este exclusiv",https://www.idealista.com/inmueble/108788502/
107168869,Piso,Calle de Biarritz,Guindalera,Madrid,930.000€,4,160,False,"Amplio y luminoso piso en calle Biarritz Engel & Völkers tiene el placer de presentarle este amplio y luminoso piso en Guindalera. Se encuentra en una calle tranquila, arbolada y cercana a la calle Alcalá, m-30 y la plaza de toros de Las Ventas. Se trata de una vivienda tanto para reformar o actualizar, ya que se han ido haciendo mejoras en los últimos años como electricidad, tuberías y mejora del aislamiento. La vivienda se distribuye en un bonito y amplio hall de entrada, gran salón comedor y una cocina con doble acceso, el principal y el de",https://www.idealista.com/inmueble/107168869/
107518814,Piso,Calle de Pedro Rico,La Paz,Madrid,975.000€,4,158,False,"Estupenda propiedad en calle Pedro Rico Engel & Völkers se complace en presentar este estupendo y luminoso piso de esquina totalmente exterior ubicado en un edificio diseñado y realizado por el Estudio de Arquitectura Lamela con una distribución ideal, ya que procura el máximo aprovechamiento del espacio construido disponible, al tiempo que obtiene estancias amplias y muy bien dimensionadas. Está distribuido en un amplio hall de entrada así como anchos pasillos que, en dos tramos separados, dan acceso a las distintas estancias de la casa. Const",https://www.idealista.com/inmueble/107518814/
108530257,Piso,Calle de Fernández de los Ríos,Arapiles,Madrid,1.900.000€,4,246,False,"PISO DE ESQUINA, EXTERIOR Y REFORMADA EN CHAMBERI ¡Luz, elegancia y ubicación de ensueño en el corazón de Chamberí! Desde aProperties Real Estrate presentamos esta exclusiva vivienda de esquina de 246 m², completamente exterior y bañado por luz natural durante todo el día. Recién reformada a estrenar con calidades de lujo, esta joya inmobiliaria aúna diseño, amplitud y una ubicación privilegiada en una de las zonas más codiciadas de Madrid. La propiedad cuenta con 4 amplios dormitorios, todos con armarios empotrados, y 2 baños completos, uno",https://www.idealista.com/inmueble/108530257/
106506235,Piso,Plaza de Lavapiés,Lavapiés-Embajadores,Madrid,723.000€,5,123,False,"PISO EXTERIOR Y REFORMADO aProperties presenta este amplio y encantador piso exterior en la Plaza de Lavapiés, completamente reformado con buen gusto y materiales de alta calidad, logrando un equilibrio perfecto entre historia y modernidad. Con 123 m² según catastro, la vivienda se encuentra en la segunda planta de un edificio clásico sin ascensor, en pleno corazón de uno de los barrios más vibrantes y multiculturales de Madrid. Actualmente, la propiedad dispone de cinco habitaciones, incluyendo un dormitorio principal con baño en suite, adem",https://www.idealista.com/inmueble/106506235/
108589662,Ático,Recoletos,Recoletos,Madrid,1.850.000€,2,107,False,"Descubre este exclusivo ático abuhardillado situado en el corazón del prestigioso Barrio de Salamanca, concretamente en Recoletos, una de las zonas más codiciadas de Madrid por su elegancia y sofisticación. Este inmueble, ubicado en la emblemática calle Ayala, entre la calle Serrano y Paseo de la Castellana, ofrece una combinación perfecta de diseño clásico y comodidades modernas. Con 107 m² construidos, esta vivienda destaca por su luminosidad, su distribución funcional y sus amplias estancias. El ático cuenta con un salón-comedor de 36 m² di",https://www.idealista.com/inmueble/108589662/
